TXNAME	GENEID	chr1
ENST00000714538.1	ENSG00000163374.21	0
ENST00000714539.1	ENSG00000163374.21	0
ENST00000714541.1	ENSG00000162496.10	0
ENST00000714542.1	ENSG00000162496.10	0
ENST00000714543.1	ENSG00000162496.10	0
ENST00000714544.1	ENSG00000162496.10	0
ENST00000714545.1	ENSG00000162496.10	0
ENST00000714546.1	ENSG00000162496.10	0
ENST00000714547.1	ENSG00000162496.10	0
ENST00000714548.1	ENSG00000163374.21	0
ENST00000714549.1	ENSG00000163374.21	0
ENST00000714550.1	ENSG00000163374.21	0
ENST00000714551.1	ENSG00000163374.21	0
ENST00000714552.1	ENSG00000163374.21	0
ENST00000714707.1	ENSG00000163374.21	0
ENST00000714708.1	ENSG00000163374.21	0
ENST00000714709.1	ENSG00000163374.21	0
ENST00000714710.1	ENSG00000163374.21	0
ENST00000714711.1	ENSG00000163374.21	0
ENST00000714712.1	ENSG00000163374.21	0
ENST00000714713.1	ENSG00000163374.21	0
ENST00000714714.1	ENSG00000163374.21	0
ENST00000714786.1	ENSG00000163374.21	0
ENST00000714787.1	ENSG00000163374.21	0
ENST00000714788.1	ENSG00000163374.21	0
ENST00000714789.1	ENSG00000163374.21	0
ENST00000714790.1	ENSG00000163374.21	0
ENST00000714791.1	ENSG00000163374.21	0
ENST00000714825.1	ENSG00000066056.15	0
ENST00000714830.1	ENSG00000163374.21	0
ENST00000714831.1	ENSG00000163374.21	0
ENST00000714832.1	ENSG00000163374.21	0
ENST00000714833.1	ENSG00000163374.21	0
ENST00000715137.1	ENSG00000163374.21	0
ENST00000715138.1	ENSG00000163374.21	0
ENST00000715139.1	ENSG00000163374.21	0
ENST00000715140.1	ENSG00000163374.21	0
ENST00000715141.1	ENSG00000163374.21	0
ENST00000715142.1	ENSG00000163374.21	0
ENST00000715143.1	ENSG00000163374.21	0
ENST00000715144.1	ENSG00000163374.21	0
ENST00000715145.1	ENSG00000163374.21	0
ENST00000715146.1	ENSG00000163374.21	0
ENST00000715147.1	ENSG00000163374.21	0
ENST00000715169.1	ENSG00000163374.21	0
ENST00000715170.1	ENSG00000163374.21	0
ENST00000715171.1	ENSG00000163374.21	0
ENST00000715172.1	ENSG00000163374.21	0
ENST00000715173.1	ENSG00000163374.21	0
ENST00000715230.1	ENSG00000121481.12	1
ENST00000715259.1	ENSG00000188770.11	0
ENST00000715260.1	ENSG00000117862.14	7
ENST00000715285.1	ENSG00000272438.2	0
ENST00000715286.1	ENSG00000272438.2	0
ENST00000715287.1	ENSG00000272438.2	0
ENST00000715289.1	ENSG00000230337.5	0
ENST00000715290.1	ENSG00000230337.5	0
ENST00000715291.2	ENSG00000230337.5	0
ENST00000715292.1	ENSG00000230337.5	0
ENST00000715293.1	ENSG00000230337.5	0
ENST00000715294.2	ENSG00000230337.5	0
ENST00000715305.1	ENSG00000290842.2	0
ENST00000715306.1	ENSG00000290842.2	0
ENST00000715307.1	ENSG00000291072.2	0
ENST00000715308.1	ENSG00000291072.2	0
ENST00000715309.1	ENSG00000291072.2	0
ENST00000715310.1	ENSG00000291072.2	0
ENST00000715311.1	ENSG00000291072.2	0
ENST00000715312.1	ENSG00000291072.2	0
ENST00000715313.1	ENSG00000291072.2	0
ENST00000715314.1	ENSG00000291072.2	0
ENST00000715315.1	ENSG00000291072.2	0
ENST00000715316.1	ENSG00000291072.2	0
ENST00000715317.1	ENSG00000291072.2	0
ENST00000715318.1	ENSG00000291072.2	0
ENST00000715319.1	ENSG00000291072.2	0
ENST00000715320.1	ENSG00000291072.2	0
ENST00000715321.1	ENSG00000291072.2	0
ENST00000715322.1	ENSG00000291072.2	0
ENST00000715323.1	ENSG00000291072.2	0
ENST00000715324.1	ENSG00000291072.2	0
ENST00000715325.1	ENSG00000291072.2	0
ENST00000715326.1	ENSG00000291072.2	0
ENST00000715327.1	ENSG00000291072.2	0
ENST00000715328.1	ENSG00000291072.2	0
ENST00000715329.1	ENSG00000291072.2	0
ENST00000715330.1	ENSG00000291072.2	0
ENST00000715331.1	ENSG00000291072.2	0
ENST00000715332.1	ENSG00000291072.2	0
ENST00000715333.1	ENSG00000291072.2	0
ENST00000715334.1	ENSG00000291072.2	0
ENST00000715488.1	ENSG00000293253.2	0
ENST00000715505.1	ENSG00000275131.5	0
ENST00000715513.1	ENSG00000233203.8	0
ENST00000715514.1	ENSG00000143001.7	0
ENST00000715515.1	ENSG00000233203.8	0
ENST00000715516.1	ENSG00000233203.8	0
ENST00000715517.1	ENSG00000233203.8	0
ENST00000715518.1	ENSG00000233203.8	0
ENST00000715519.1	ENSG00000233203.8	0
ENST00000715524.1	ENSG00000203601.4	0
ENST00000715525.1	ENSG00000203601.4	0
ENST00000715526.1	ENSG00000203601.4	0
ENST00000715527.1	ENSG00000293597.3	0
ENST00000715528.1	ENSG00000293597.3	0
ENST00000715529.1	ENSG00000293597.3	0
ENST00000715530.1	ENSG00000293597.3	0
ENST00000715531.1	ENSG00000293597.3	0
ENST00000715532.1	ENSG00000293597.3	0
ENST00000715533.1	ENSG00000293597.3	0
ENST00000715534.1	ENSG00000293597.3	0
ENST00000715535.1	ENSG00000293597.3	0
ENST00000715536.1	ENSG00000293597.3	0
ENST00000715537.1	ENSG00000293597.3	0
ENST00000715538.2	ENSG00000293597.3	0
ENST00000715539.1	ENSG00000293597.3	0
ENST00000715540.1	ENSG00000293597.3	0
ENST00000715594.1	ENSG00000132694.20	0
ENST00000715595.1	ENSG00000132694.20	0
ENST00000715598.1	ENSG00000286061.3	0
ENST00000715599.1	ENSG00000286061.3	0
ENST00000715600.2	ENSG00000286061.3	0
ENST00000715609.1	ENSG00000234807.10	0
ENST00000715610.1	ENSG00000234807.10	0
ENST00000715611.1	ENSG00000234807.10	0
ENST00000715612.1	ENSG00000234807.10	0
ENST00000715613.2	ENSG00000234807.10	0
ENST00000715614.2	ENSG00000234807.10	0
ENST00000715615.1	ENSG00000234807.10	0
ENST00000715616.1	ENSG00000234807.10	0
ENST00000715617.2	ENSG00000234807.10	0
ENST00000715618.1	ENSG00000234807.10	0
ENST00000715619.1	ENSG00000234807.10	0
ENST00000715620.1	ENSG00000234807.10	0
ENST00000715621.2	ENSG00000234807.10	0
ENST00000715622.1	ENSG00000234807.10	0
ENST00000715623.1	ENSG00000234807.10	0
ENST00000715624.2	ENSG00000234807.10	0
ENST00000715625.1	ENSG00000234807.10	0
ENST00000715626.1	ENSG00000234807.10	0
ENST00000715627.2	ENSG00000234807.10	0
ENST00000715628.1	ENSG00000234807.10	0
ENST00000715629.1	ENSG00000234807.10	0
ENST00000715630.1	ENSG00000234807.10	0
ENST00000715631.1	ENSG00000234807.10	0
ENST00000715632.1	ENSG00000234807.10	0
ENST00000715633.1	ENSG00000234807.10	0
ENST00000715634.1	ENSG00000234807.10	0
ENST00000715635.1	ENSG00000234807.10	0
ENST00000715636.1	ENSG00000234807.10	0
ENST00000715637.1	ENSG00000234807.10	0
ENST00000715638.1	ENSG00000234807.10	0
ENST00000715640.2	ENSG00000227016.5	0
ENST00000715641.1	ENSG00000227016.5	0
ENST00000715642.1	ENSG00000227016.5	0
ENST00000715643.1	ENSG00000227016.5	0
ENST00000715644.2	ENSG00000227016.5	0
ENST00000715645.1	ENSG00000227016.5	0
ENST00000715646.1	ENSG00000227016.5	0
ENST00000715647.1	ENSG00000227016.5	0
ENST00000715648.1	ENSG00000227016.5	0
ENST00000715649.1	ENSG00000227016.5	0
ENST00000715651.1	ENSG00000235501.10	0
ENST00000715652.1	ENSG00000235501.10	0
ENST00000715653.1	ENSG00000230489.3	0
ENST00000715654.1	ENSG00000230489.3	0
ENST00000715655.1	ENSG00000230489.3	0
ENST00000715656.1	ENSG00000230489.3	0
ENST00000715657.1	ENSG00000230489.3	0
ENST00000715658.2	ENSG00000230489.3	0
ENST00000715659.1	ENSG00000230489.3	0
ENST00000715660.2	ENSG00000230489.3	0
ENST00000715661.1	ENSG00000224699.13	0
ENST00000715662.1	ENSG00000224699.13	0
ENST00000715663.2	ENSG00000226419.10	0
ENST00000715664.2	ENSG00000226419.10	0
ENST00000715665.1	ENSG00000226419.10	0
ENST00000715666.1	ENSG00000226419.10	0
ENST00000715667.2	ENSG00000274020.6	0
ENST00000715668.2	ENSG00000274020.6	0
ENST00000715677.1	ENSG00000232679.4	0
ENST00000715678.1	ENSG00000229291.3	0
ENST00000715889.1	ENSG00000293613.1	0
ENST00000715890.1	ENSG00000293613.1	0
ENST00000715911.1	ENSG00000143001.7	0
ENST00000715912.1	ENSG00000143001.7	0
ENST00000715913.1	ENSG00000143001.7	0
ENST00000715914.1	ENSG00000143001.7	0
ENST00000715919.1	ENSG00000231365.8	0
ENST00000715920.1	ENSG00000227733.13	0
ENST00000715921.1	ENSG00000227733.13	0
ENST00000715922.1	ENSG00000227733.13	0
ENST00000715923.1	ENSG00000227733.13	0
ENST00000715924.1	ENSG00000227733.13	0
ENST00000715925.1	ENSG00000227733.13	0
ENST00000715926.1	ENSG00000227733.13	0
ENST00000715927.1	ENSG00000233008.9	0
ENST00000715928.1	ENSG00000233008.9	0
ENST00000715929.1	ENSG00000233008.9	0
ENST00000715930.1	ENSG00000233008.9	0
ENST00000715931.1	ENSG00000233008.9	0
ENST00000715932.1	ENSG00000233008.9	0
ENST00000715933.1	ENSG00000233008.9	0
ENST00000715934.1	ENSG00000233008.9	0
ENST00000715935.1	ENSG00000233008.9	0
ENST00000715936.1	ENSG00000233008.9	0
ENST00000715937.1	ENSG00000233008.9	0
ENST00000715938.1	ENSG00000233008.9	0
ENST00000715939.1	ENSG00000233008.9	0
ENST00000715940.1	ENSG00000233008.9	0
ENST00000715963.1	ENSG00000233008.9	0
ENST00000715964.1	ENSG00000233008.9	0
ENST00000715965.1	ENSG00000233008.9	0
ENST00000715966.1	ENSG00000233008.9	0
ENST00000715967.1	ENSG00000233008.9	0
ENST00000715968.1	ENSG00000233008.9	0
ENST00000715969.1	ENSG00000233008.9	0
ENST00000715970.1	ENSG00000233008.9	0
ENST00000715971.1	ENSG00000233008.9	0
ENST00000715972.1	ENSG00000233008.9	0
ENST00000715973.1	ENSG00000233008.9	0
ENST00000715978.1	ENSG00000176444.20	0.5
ENST00000716021.1	ENSG00000237505.9	0
ENST00000716022.1	ENSG00000237505.9	0
ENST00000716025.1	ENSG00000237505.9	0
ENST00000716031.1	ENSG00000237505.9	0
ENST00000716032.1	ENSG00000237505.9	0
ENST00000716033.1	ENSG00000237505.9	0
ENST00000716034.1	ENSG00000237505.9	0
ENST00000716035.1	ENSG00000237505.9	0
ENST00000716036.1	ENSG00000237505.9	0
ENST00000716039.1	ENSG00000237505.9	0
ENST00000716040.1	ENSG00000237505.9	0
ENST00000716041.1	ENSG00000237505.9	0
ENST00000716092.1	ENSG00000237505.9	0
ENST00000716093.1	ENSG00000237505.9	0
ENST00000716116.1	ENSG00000234464.3	0
ENST00000716147.1	ENSG00000234464.3	0
ENST00000716148.1	ENSG00000234464.3	0
ENST00000716149.1	ENSG00000234464.3	0
ENST00000716150.1	ENSG00000234464.3	0
ENST00000716151.1	ENSG00000234464.3	0
ENST00000716152.1	ENSG00000234464.3	0
ENST00000716153.1	ENSG00000234464.3	0
ENST00000716154.1	ENSG00000234464.3	0
ENST00000716155.1	ENSG00000234464.3	0
ENST00000716156.1	ENSG00000234464.3	0
ENST00000716788.1	ENSG00000230461.11	0
ENST00000716796.1	ENSG00000236975.3	0
ENST00000716797.1	ENSG00000236975.3	0
ENST00000716798.1	ENSG00000236975.3	0
ENST00000716799.1	ENSG00000236975.3	0
ENST00000716800.1	ENSG00000236975.3	0
ENST00000716801.1	ENSG00000236975.3	0
ENST00000716962.1	ENSG00000241042.2	0
ENST00000716963.1	ENSG00000241042.2	0
ENST00000716964.1	ENSG00000241042.2	0
ENST00000716965.1	ENSG00000241042.2	0
ENST00000716966.1	ENSG00000241042.2	0
ENST00000716971.1	ENSG00000228504.2	0
ENST00000716972.1	ENSG00000228504.2	0
ENST00000716973.1	ENSG00000228504.2	0
ENST00000716974.1	ENSG00000228504.2	0
ENST00000716975.1	ENSG00000228504.2	0
ENST00000716976.1	ENSG00000228504.2	0
ENST00000716977.1	ENSG00000228504.2	0
ENST00000716978.1	ENSG00000228504.2	0
ENST00000716979.1	ENSG00000228504.2	0
ENST00000716980.1	ENSG00000228504.2	0
ENST00000716981.1	ENSG00000228504.2	0
ENST00000716982.1	ENSG00000293657.1	0
ENST00000716983.1	ENSG00000230434.4	0
ENST00000716993.1	ENSG00000225206.13	0
ENST00000717013.1	ENSG00000233079.4	0
ENST00000717014.1	ENSG00000233079.4	0
ENST00000717017.1	ENSG00000283999.2	0
ENST00000717018.1	ENSG00000283999.2	0
ENST00000717022.1	ENSG00000226167.2	0
ENST00000717030.1	ENSG00000272668.3	0
ENST00000717031.1	ENSG00000228697.7	0
ENST00000717047.1	ENSG00000224000.2	0
ENST00000717048.1	ENSG00000224000.2	0
ENST00000717049.1	ENSG00000224000.2	0
ENST00000717050.1	ENSG00000224000.2	0
ENST00000717051.1	ENSG00000224000.2	0
ENST00000717052.1	ENSG00000224000.2	0
ENST00000717053.1	ENSG00000287452.3	0
ENST00000717054.1	ENSG00000287452.3	0
ENST00000717055.1	ENSG00000287452.3	0
ENST00000717056.1	ENSG00000287452.3	0
ENST00000717057.1	ENSG00000287452.3	0
ENST00000717058.1	ENSG00000285847.3	0
ENST00000717059.1	ENSG00000285847.3	0
ENST00000717060.1	ENSG00000285847.3	0
ENST00000717061.1	ENSG00000285847.3	0
ENST00000717062.1	ENSG00000285847.3	0
ENST00000717063.1	ENSG00000285847.3	0
ENST00000717064.1	ENSG00000285847.3	0
ENST00000717065.1	ENSG00000285847.3	0
ENST00000717066.1	ENSG00000285847.3	0
ENST00000717067.1	ENSG00000285847.3	0
ENST00000717079.1	ENSG00000225656.2	0
ENST00000717080.1	ENSG00000225656.2	0
ENST00000717081.1	ENSG00000225656.2	0
ENST00000717082.1	ENSG00000225656.2	0
ENST00000717083.1	ENSG00000225656.2	0
ENST00000717084.1	ENSG00000225656.2	0
ENST00000717085.1	ENSG00000225656.2	0
ENST00000717086.1	ENSG00000228044.4	0
ENST00000717087.1	ENSG00000228044.4	0
ENST00000717088.1	ENSG00000228044.4	0
ENST00000717380.1	ENSG00000240563.3	0
ENST00000717649.1	ENSG00000116670.17	0
ENST00000717656.1	ENSG00000142856.18	0
ENST00000717712.1	ENSG00000230798.8	0
ENST00000717713.1	ENSG00000230798.8	0
ENST00000717714.1	ENSG00000230798.8	0
ENST00000717715.1	ENSG00000230798.8	0
ENST00000717739.1	ENSG00000230798.8	0
ENST00000717740.1	ENSG00000230798.8	0
ENST00000717742.1	ENSG00000230798.8	0
ENST00000717743.1	ENSG00000230798.8	0
ENST00000717744.1	ENSG00000230798.8	0
ENST00000717745.1	ENSG00000230798.8	0
ENST00000717746.1	ENSG00000230798.8	0
ENST00000717747.1	ENSG00000230798.8	0
ENST00000717748.1	ENSG00000230798.8	0
ENST00000717749.1	ENSG00000230798.8	0
ENST00000717765.1	ENSG00000230798.8	0
ENST00000717766.1	ENSG00000230798.8	0
ENST00000717767.1	ENSG00000230798.8	0
ENST00000717768.1	ENSG00000230798.8	0
ENST00000717769.1	ENSG00000230798.8	0
ENST00000717770.1	ENSG00000230798.8	0
ENST00000717771.1	ENSG00000230798.8	0
ENST00000717845.1	ENSG00000230798.8	0
ENST00000717846.1	ENSG00000230798.8	0
ENST00000717847.1	ENSG00000230798.8	0
ENST00000717848.1	ENSG00000230798.8	0
ENST00000717849.1	ENSG00000230798.8	0
ENST00000717850.1	ENSG00000230798.8	0
ENST00000717910.1	ENSG00000230798.8	0
ENST00000717911.1	ENSG00000230798.8	0
ENST00000717912.1	ENSG00000230798.8	0
ENST00000717913.1	ENSG00000230798.8	0
ENST00000717914.1	ENSG00000230798.8	0
ENST00000717915.1	ENSG00000230798.8	0
ENST00000717916.1	ENSG00000230798.8	0
ENST00000717946.1	ENSG00000286071.4	0
ENST00000717947.1	ENSG00000286071.4	0
ENST00000717948.1	ENSG00000286071.4	0
ENST00000717949.1	ENSG00000286071.4	0
ENST00000717963.1	ENSG00000286071.4	0
ENST00000717964.1	ENSG00000286071.4	0
ENST00000717965.1	ENSG00000224209.9	0
ENST00000717966.1	ENSG00000224209.9	0
ENST00000717967.1	ENSG00000079335.21	0
ENST00000717969.1	ENSG00000224209.9	0
ENST00000717970.1	ENSG00000224209.9	0
ENST00000717971.1	ENSG00000224209.9	0
ENST00000717972.1	ENSG00000224209.9	0
ENST00000717973.1	ENSG00000224209.9	0
ENST00000717974.1	ENSG00000224209.9	0
ENST00000717975.1	ENSG00000224209.9	0
ENST00000717976.1	ENSG00000224209.9	0
ENST00000717977.1	ENSG00000224209.9	0
ENST00000717978.1	ENSG00000224209.9	0
ENST00000717979.1	ENSG00000224209.9	0
ENST00000717980.1	ENSG00000224209.9	0
ENST00000717981.1	ENSG00000224209.9	0
ENST00000717982.1	ENSG00000224209.9	0
ENST00000717983.1	ENSG00000224209.9	0
ENST00000717984.1	ENSG00000224209.9	0
ENST00000717985.1	ENSG00000224209.9	0
ENST00000717986.1	ENSG00000224209.9	0
ENST00000717987.1	ENSG00000224209.9	0
ENST00000717988.1	ENSG00000224209.9	0
ENST00000717989.1	ENSG00000224209.9	0
ENST00000717990.1	ENSG00000228126.2	0
ENST00000717991.1	ENSG00000228126.2	0
ENST00000718013.1	ENSG00000236719.6	0
ENST00000718014.1	ENSG00000236719.6	0
ENST00000718015.1	ENSG00000236719.6	0
ENST00000718023.1	ENSG00000293683.2	0
ENST00000718074.1	ENSG00000236975.3	0
ENST00000718238.1	ENSG00000222009.10	0
ENST00000718275.1	ENSG00000116786.14	0
ENST00000718276.1	ENSG00000116786.14	0
ENST00000718277.1	ENSG00000157978.13	0
ENST00000718279.1	ENSG00000116478.13	0
ENST00000718287.1	ENSG00000157978.13	0
ENST00000718288.1	ENSG00000157978.13	0
ENST00000718304.1	ENSG00000198830.13	25.97044
ENST00000718312.1	ENSG00000228126.2	0
ENST00000718313.1	ENSG00000228126.2	0
ENST00000718314.1	ENSG00000228126.2	0
ENST00000718348.1	ENSG00000233154.6	0
ENST00000718429.1	ENSG00000116679.17	0.75063
ENST00000718432.1	ENSG00000142959.6	0
ENST00000718441.1	ENSG00000160714.11	0.5
ENST00000718442.1	ENSG00000160714.11	0
ENST00000718455.1	ENSG00000117481.12	0
ENST00000718514.1	ENSG00000231671.2	0
ENST00000718519.1	ENSG00000293709.1	0
ENST00000718534.1	ENSG00000293716.1	0
ENST00000718537.1	ENSG00000293719.1	0
ENST00000718538.1	ENSG00000293719.1	0
ENST00000718566.1	ENSG00000288999.3	0
ENST00000718596.1	ENSG00000237928.7	0
ENST00000718644.1	ENSG00000293733.1	0
ENST00000718654.1	ENSG00000293737.1	0
ENST00000718655.1	ENSG00000293737.1	0
ENST00000718803.1	ENSG00000293757.1	0
ENST00000718804.1	ENSG00000293757.1	0
ENST00000718832.1	ENSG00000293766.1	0
ENST00000718871.1	ENSG00000287078.2	0
ENST00000718872.1	ENSG00000287078.2	0
ENST00000718875.1	ENSG00000230630.6	0
ENST00000718956.1	ENSG00000293784.1	0
ENST00000718977.1	ENSG00000293786.1	0
ENST00000718978.1	ENSG00000293786.1	0
ENST00000718979.1	ENSG00000293786.1	0
ENST00000718980.1	ENSG00000230035.3	0
ENST00000718981.1	ENSG00000230035.3	0
ENST00000718982.1	ENSG00000230035.3	0
ENST00000719070.1	ENSG00000293789.1	0
ENST00000719072.1	ENSG00000293791.1	0
ENST00000719073.1	ENSG00000293791.1	0
ENST00000719090.1	ENSG00000293797.1	0
ENST00000719091.1	ENSG00000293797.1	0
ENST00000719173.1	ENSG00000231663.4	0
ENST00000719174.1	ENSG00000231663.4	0
ENST00000719175.1	ENSG00000231663.4	0
ENST00000719176.1	ENSG00000293810.1	0
ENST00000719241.1	ENSG00000293820.1	0
ENST00000719242.1	ENSG00000293820.1	0
ENST00000719243.1	ENSG00000293820.1	0
ENST00000719244.1	ENSG00000293820.1	0
ENST00000719271.1	ENSG00000293827.1	0
ENST00000719302.1	ENSG00000233184.10	0
ENST00000719303.1	ENSG00000233184.10	0
ENST00000719304.1	ENSG00000233184.10	0
ENST00000719305.1	ENSG00000233184.10	0
ENST00000719306.1	ENSG00000233184.10	0
ENST00000719307.1	ENSG00000233184.10	0
ENST00000719308.1	ENSG00000233184.10	0
ENST00000719309.1	ENSG00000233184.10	0
ENST00000719417.1	ENSG00000236866.6	0
ENST00000719418.1	ENSG00000236866.6	0
ENST00000719419.1	ENSG00000236866.6	0
ENST00000719420.1	ENSG00000236866.6	0
ENST00000719421.1	ENSG00000236866.6	0
ENST00000719422.1	ENSG00000236866.6	0
ENST00000719423.1	ENSG00000236866.6	0
ENST00000719424.1	ENSG00000236866.6	0
ENST00000719425.1	ENSG00000236866.6	0
ENST00000719519.1	ENSG00000271732.2	0
ENST00000719520.1	ENSG00000271732.2	0
ENST00000719521.1	ENSG00000271732.2	0
ENST00000719522.1	ENSG00000271732.2	0
ENST00000719562.1	ENSG00000293874.1	0
ENST00000719563.1	ENSG00000293874.1	0
ENST00000719564.1	ENSG00000293874.1	0
ENST00000719611.1	ENSG00000282143.2	0
ENST00000719612.1	ENSG00000282143.2	0
ENST00000719613.1	ENSG00000282143.2	0
ENST00000719614.1	ENSG00000282143.2	0
ENST00000719615.1	ENSG00000282143.2	0
ENST00000719616.1	ENSG00000282143.2	0
ENST00000719633.1	ENSG00000203356.3	0.5
ENST00000719634.1	ENSG00000203356.3	0.5
ENST00000719635.1	ENSG00000203356.3	0
ENST00000719636.1	ENSG00000203356.3	0
ENST00000719676.1	ENSG00000293894.1	0
ENST00000719677.1	ENSG00000234678.3	0
ENST00000719678.1	ENSG00000234678.3	0
ENST00000719685.1	ENSG00000284646.2	0
ENST00000719686.1	ENSG00000284646.2	0
ENST00000719687.1	ENSG00000284646.2	0
ENST00000719688.1	ENSG00000284646.2	0
ENST00000719689.1	ENSG00000284646.2	0
ENST00000719690.1	ENSG00000284646.2	0
ENST00000719691.1	ENSG00000284646.2	0
ENST00000719727.1	ENSG00000293901.1	0
ENST00000719831.1	ENSG00000237505.9	0
ENST00000719832.1	ENSG00000237505.9	0
ENST00000719841.1	ENSG00000293911.1	0
ENST00000719930.1	ENSG00000293920.1	0
ENST00000719936.1	ENSG00000293922.1	0
ENST00000719937.1	ENSG00000293922.1	0
ENST00000719938.1	ENSG00000293922.1	0
ENST00000719939.1	ENSG00000293922.1	0
ENST00000719997.1	ENSG00000293930.1	0
ENST00000720006.1	ENSG00000285649.2	0
ENST00000720007.1	ENSG00000285649.2	0
ENST00000720243.1	ENSG00000293964.1	0
ENST00000720244.1	ENSG00000293964.1	0
ENST00000720430.1	ENSG00000293995.1	0
ENST00000720458.1	ENSG00000294001.1	0
ENST00000720605.1	ENSG00000294021.1	0
ENST00000720719.1	ENSG00000287516.2	0
ENST00000720720.1	ENSG00000287516.2	0
ENST00000720721.1	ENSG00000287516.2	0
ENST00000720722.1	ENSG00000287516.2	0
ENST00000720723.1	ENSG00000287516.2	0
ENST00000720724.1	ENSG00000287516.2	0
ENST00000720725.1	ENSG00000287516.2	0
ENST00000720726.1	ENSG00000287516.2	0
ENST00000720727.1	ENSG00000287516.2	0
ENST00000721221.1	ENSG00000293061.2	0
ENST00000721222.1	ENSG00000293061.2	0
ENST00000721367.1	ENSG00000294133.1	0
ENST00000721368.1	ENSG00000294133.1	0
ENST00000721369.1	ENSG00000294133.1	0
ENST00000721370.1	ENSG00000294133.1	0
ENST00000721371.1	ENSG00000294133.1	0
ENST00000721372.1	ENSG00000294133.1	0
ENST00000721373.1	ENSG00000294133.1	0
ENST00000721374.1	ENSG00000294133.1	0
ENST00000721375.1	ENSG00000294133.1	0
ENST00000721376.1	ENSG00000294133.1	0
ENST00000721377.1	ENSG00000294133.1	0
ENST00000721378.1	ENSG00000294133.1	0
ENST00000721379.1	ENSG00000294133.1	0
ENST00000721380.1	ENSG00000294133.1	0
ENST00000721381.1	ENSG00000294133.1	0
ENST00000721382.1	ENSG00000294133.1	0
ENST00000721383.1	ENSG00000294134.1	0
ENST00000721476.1	ENSG00000294148.1	0
ENST00000721477.1	ENSG00000228060.4	0
ENST00000721561.1	ENSG00000294164.1	0
ENST00000721580.1	ENSG00000294169.1	0
ENST00000721581.1	ENSG00000294169.1	0
ENST00000721582.1	ENSG00000282265.2	0
ENST00000721797.1	ENSG00000294186.1	0
ENST00000721798.1	ENSG00000294186.1	0
ENST00000721838.1	ENSG00000294197.1	0
ENST00000721839.1	ENSG00000294197.1	0
ENST00000721840.1	ENSG00000294197.1	0
ENST00000721841.1	ENSG00000294197.1	0
ENST00000721842.1	ENSG00000294197.1	0
ENST00000721851.1	ENSG00000294203.1	0
ENST00000721852.1	ENSG00000294203.1	0
ENST00000721853.1	ENSG00000294203.1	0
ENST00000721854.1	ENSG00000294203.1	0
ENST00000721855.1	ENSG00000294203.1	0
ENST00000721890.1	ENSG00000286071.4	0
ENST00000721891.1	ENSG00000286071.4	0
ENST00000721892.1	ENSG00000286071.4	0
ENST00000721893.1	ENSG00000286071.4	0
ENST00000721894.1	ENSG00000286071.4	0
ENST00000721911.1	ENSG00000294213.1	0
ENST00000721912.1	ENSG00000294213.1	0
ENST00000721913.1	ENSG00000294213.1	0
ENST00000721914.1	ENSG00000294214.1	0
ENST00000721952.1	ENSG00000294222.1	0
ENST00000721953.1	ENSG00000294222.1	0
ENST00000721954.1	ENSG00000294222.1	0
ENST00000721955.1	ENSG00000294222.1	0
ENST00000721956.1	ENSG00000294222.1	0
ENST00000721957.1	ENSG00000294222.1	0
ENST00000722041.1	ENSG00000294231.1	0
